"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","After2_Co","PaintingLT"
"4456","1","정상","40","NH",2,5217,"B","S-80","CS",3266,4,3,"건일산업(주)","하이에어",28
"4457","1","정상","3B","DN",2,1770,"B","S-80","CS",13402,6,5,"(주)성광테크","삼녹",20
"4458","1","정상","3B","DN",2,2693,"B","S-80","CS",13802,9,8,"(주)성광테크","(주)성광테크",26
"4459","1","정상","3B","DN",2,374,"B","S-80","CS",9891,10,9,"(주)성광테크","(주)성광테크",26
"4460","1","정상","3B","DN",2,2875,"B","S-80","CS",13471,5,4,"(주)성광테크","삼녹",20
"4461","1","정상","3B","DN",2,2318,"B","S-80","CS",12908,5,4,"(주)성광테크","(주)성광테크",26
"4462","1","정상","40","N",4,1201,"B","S-40","CS",15436,4,3,"건일산업(주)","하이에어",39
"4463","1","정상","40","AI",2,838,"B","S-80","CS",11551,4,3,"건일산업(주)","하이에어",39
"4465","1","정상","40","CWR",0.75,36,"A","S-80","CS",16574,2,1,"건일산업(주)","건일산업(주)",26
"4467","1","정상","40","AU",1,3911,"A","S-80","CS",1118,1,0,"건일산업(주)","건일산업(주)",26
"4469","1","정상","50","AI",2,4563,"A","S-80","CS",4891,11,10,"(주)성광테크","(주)성광테크",20
"4470","1","정상","50","AI",2,2021,"A","S-80","CS",12202,7,6,"(주)성광테크","(주)성광테크",20
"4472","1","정상","40","AU",2,115,"A","S-80","CS",4935,10,9,"건일산업(주)","하이에어",30
"4473","1","정상","40","AU",2,2194,"A","S-80","CS",14702,9,8,"건일산업(주)","하이에어",39
"4474","1","정상","40","AU",2,2227,"A","S-80","CS",8490,1,0,"건일산업(주)","건일산업(주)",21
"4475","1","정상","40","N",2,5057,"A","S-80","CS",21400,4,3,"건일산업(주)","건일산업(주)",22
"4476","1","정상","40","N",2,2194,"A","S-80","CS",14855,7,6,"건일산업(주)","하이에어",39
"4477","1","정상","40","N",2,2227,"A","S-80","CS",8490,1,0,"건일산업(주)","건일산업(주)",21
"4478","1","정상","50","N",3,4813,"A","S-40","CS",6038,4,3,"(주)성광테크","(주)성광테크",20
"4479","1","정상","40","AI",4,4848,"A","S-40","CS",3591,4,3,"건일산업(주)","하이에어",37
"4480","1","정상","50","N",4,5219,"A","S-40","CS",13855,6,5,"(주)성광테크","(주)성광테크",20
"4481","1","정상","40","N",4,3431,"A","S-40","CS",21147,5,4,"건일산업(주)","건일산업(주)",23
"4482","1","정상","50","FWL",6,2374,"A","S-40","CS",4588,4,3,"(주)성광테크","(주)성광테크",20
"4483","1","정상","40","AI",2,4638,"B","S-80","CS",17502,7,6,"건일산업(주)","하이에어",39
"4484","1","정상","40","AU",2,1658,"B","S-80","CS",6086,1,0,"건일산업(주)","건일산업(주)",22
"4485","1","정상","40","AU",2,2278,"B","S-80","CS",14896,7,6,"건일산업(주)","하이에어",37
"4486","0","정상","3B","N",2,4638,"B","S-80","CS",17285,4,3,"(주)성광테크","(주)성광테크",44
"4488","1","정상","40","AI",4,2358,"B","S-40","CS",21038,6,5,"(주)성광테크","(주)성광테크",21
"4489","1","정상","3B","DN",4,1,"B","S-40","CS",13510,7,6,"성일SIM함안공장","성일SIM함안공장",22
"4491","1","정상","40","NH",0.5,4917,"A","S-80","CS",1094,2,1,"(주)성광테크","(주)성광테크",22
"4493","1","정상","40","FWH",2,894,"A","S-160","CS",13198,7,6,"건일산업(주)","건일산업(주)",20
"4494","1","정상","40","N",2,2746,"A","S-80","CS",17581,9,8,"건일산업(주)","하이에어",39
"4495","1","정상","40","N",1.5,133,"A","S-80","CS",4464,10,9,"건일산업(주)","하이에어",30
"4496","1","정상","40","N",1.5,1127,"A","S-80","CS",16345,6,5,"건일산업(주)","하이에어",37
"4497","1","정상","40","FWL",4,2359,"A","S-40","CS",16816,1,0,"건일산업(주)","건일산업(주)",24
"4498","1","정상","40","FWL",4,5015,"A","S-40","CS",6124,8,7,"건일산업(주)","건일산업(주)",34
"4499","1","정상","40","FWL",6,4943,"A","S-40","CS",19835,6,5,"건일산업(주)","건일산업(주)",37
"4500","1","정상","40","FWL",6,666,"A","S-40","CS",21746,3,2,"건일산업(주)","건일산업(주)",39
"4501","1","정상","40","AU",2,3647,"B","S-80","CS",13871,2,1,"건일산업(주)","건일산업(주)",21
"4502","1","정상","40","N",2,3981,"B","S-80","CS",14839,2,1,"건일산업(주)","건일산업(주)",22
"4503","1","정상","3B","DN",2,1587,"B","S-80","CS",13271,9,8,"(주)성광테크","(주)성광테크",26
"4504","1","정상","3B","AU",1,118,"","S-80","CS",20362,4,3,"건일산업(주)","하이에어",32
"4507","1","정상","3B","N",1,1090,"","S-80","CS",95,1,0,"건일산업(주)","건일산업(주)",26
"4509","1","정상","3B","N",0.75,1027,"","S-80","CS",982,2,1,"건일산업(주)","건일산업(주)",26
"4512","1","정상","3B","AU",2,3630,"","S-80","CS",14819,3,2,"건일산업(주)","건일산업(주)",33
"4515","1","정상","3B","AU",2,250,"","S-80","CS",11871,11,10,"건일산업(주)","건일산업(주)",31
"4516","1","정상","40","AU",2,4483,"","S-80","CS",17076,3,2,"건일산업(주)","건일산업(주)",22
"4517","1","정상","3B","CWS",2,689,"","S-80","CS",8052,4,3,"건일산업(주)","건일산업(주)",31
"4518","1","정상","3B","CWS",2,4638,"","S-80","CS",17525,4,3,"건일산업(주)","건일산업(주)",33
"4519","1","정상","3B","CWS",2,2381,"","S-80","CS",11647,6,5,"건일산업(주)","건일산업(주)",31
"4520","1","정상","3B","CWS",2,1678,"","S-80","CS",9874,2,1,"건일산업(주)","건일산업(주)",22
"4521","1","정상","3B","FWL",2,4563,"","S-80","CS",2234,5,4,"건일산업(주)","건일산업(주)",22
"4522","1","정상","3B","FWL",2,1377,"","S-160","CS",13831,8,7,"건일산업(주)","하이에어",41
"4523","1","정상","3B","N",2,1431,"","S-80","CS",14527,8,7,"건일산업(주)","건일산업(주)",31
"4525","1","정상","3B","N",2,4638,"","S-80","CS",16109,2,1,"건일산업(주)","건일산업(주)",33
"4527","1","정상","3B","NH",2,1288,"","S-80","CS",9174,3,2,"건일산업(주)","건일산업(주)",22
"4528","1","정상","3B","NH",2,4220,"","S-80","CS",17906,5,4,"건일산업(주)","건일산업(주)",33
"4530","1","정상","3B","NH",2,1678,"","S-80","CS",9930,2,1,"건일산업(주)","건일산업(주)",22
"4531","1","정상","40","NH",2,4483,"","S-80","CS",17076,3,2,"건일산업(주)","건일산업(주)",22
"4532","1","정상","3B","NH",2,4638,"","S-80","CS",18643,5,4,"건일산업(주)","건일산업(주)",29
"4533","1","정상","3B","NH",2,4114,"","S-80","CS",16119,4,3,"건일산업(주)","건일산업(주)",33
"4534","1","정상","3B","NH",2,307,"","S-80","CS",10506,6,5,"건일산업(주)","건일산업(주)",31
"4535","1","정상","3B","N",4,1565,"","S-40","CS",20259,9,8,"건일산업(주)","건일산업(주)",31
"4538","1","정상","3B","N",4,780,"","S-40","CS",19054,6,5,"건일산업(주)","건일산업(주)",31
"4539","1","정상","3B","N",4,1628,"","S-40","CS",17020,4,3,"건일산업(주)","건일산업(주)",24
"4540","1","정상","3B","N",0.5,4917,"","S-80","CS",179,2,1,"건일산업(주)","하이에어",30
"4541","1","정상","3B","N",4,939,"","S-40","CS",13487,3,2,"건일산업(주)","건일산업(주)",31
"4542","1","정상","3B","N",4,1010,"","S-40","CS",7748,7,6,"건일산업(주)","건일산업(주)",35
"4543","1","정상","3B","N",4,2879,"","S-40","CS",1800,6,5,"건일산업(주)","건일산업(주)",36
"4544","1","정상","3B","N",4,1516,"","S-40","CS",19021,7,6,"건일산업(주)","건일산업(주)",31
"4547","1","정상","3B","N",2,3284,"","S-80","CS",13403,2,1,"건일산업(주)","건일산업(주)",33
"4548","1","정상","3B","N",2,1254,"","S-80","CS",7985,3,2,"건일산업(주)","건일산업(주)",31
"4549","1","정상","3B","FWL",6,2260,"","S-40","CS",4657,10,9,"건일산업(주)","건일산업(주)",23
"4551","1","정상","3B","CWR",1,4917,"B","S-80","CS",1022,2,1,"건일산업(주)","건일산업(주)",22
"4553","1","정상","3B","FWL",4,285,"","S-40","CS",15321,8,7,"건일산업(주)","하이에어",30
"4558","1","정상","3B","FWL",4,29,"","S-40","CS",13830,7,6,"건일산업(주)","하이에어",36
"4559","1","정상","3B","FWL",4,612,"","S-40","CS",16615,8,7,"건일산업(주)","하이에어",33
"4560","1","정상","3B","FWL",4,5128,"","S-40","CS",14445,6,5,"건일산업(주)","건일산업(주)",27
"4562","1","정상","3B","FWL",4,286,"","S-40","CS",15326,8,7,"건일산업(주)","건일산업(주)",25
"4565","0","정상","50","VA",1,4373,"A","S-80S","SS",9857,5,2,"삼성중공업(주)거제","하이에어",27
"4566","1","정상","40","WD",1,992,"A","S-80S","SS",19361,3,2,"건일산업(주)","하이에어",20
"4567","1","정상","40","WD",1,382,"A","S-80S","SS",16478,3,2,"건일산업(주)","하이에어",20
"4568","1","정상","40","WD",1,1030,"A","S-80S","SS",56,1,0,"건일산업(주)","하이에어",22
"4569","1","정상","40","DM",2,4536,"A","S-10S","SS",2919,6,4,"건일산업(주)","하이에어",20
"4570","1","정상","40","DM",2,460,"A","S-10S","SS",3383,5,4,"건일산업(주)","하이에어",22
"4571","1","정상","40","DM",2,1769,"A","S-10S","SS",6415,6,5,"삼성중공업(주)거제","성도",21
"4572","0","정상","50","VA",1,4638,"B","S-80S","SS",8365,2,0,"삼성중공업(주)거제","하이에어",39
"4573","0","정상","50","VA",1,4638,"B","S-80S","SS",8365,2,0,"삼성중공업(주)거제","하이에어",39
"4576","0","정상","50","VA",2,4638,"B","S-10S","SS",10521,3,1,"삼성중공업(주)거제","하이에어",39
"4577","0","정상","50","VA",2,4638,"B","S-10S","SS",10521,3,1,"삼성중공업(주)거제","하이에어",39
"4578","0","정상","50","VA",2,4638,"B","S-10S","SS",10521,3,1,"삼성중공업(주)거제","하이에어",39
"4580","0","정상","50","VA",2,4638,"B","S-10S","SS",10521,3,1,"삼성중공업(주)거제","하이에어",39
"4581","0","정상","50","VA",2,4638,"B","S-10S","SS",10521,3,1,"삼성중공업(주)거제","하이에어",39
"4583","1","정상","50","VA",0.75,4373,"A","S-80S","SS",8119,5,2,"삼성중공업(주)거제","성도",22
"4584","1","정상","50","VA",1,4373,"A","S-80S","SS",9857,5,2,"삼성중공업(주)거제","성도",26
"4586","1","정상","50","FWL",3,2360,"A","S-40S","SS",13119,1,0,"삼성중공업(주)거제","성도",22
"4588","1","정상","40","FWL",3,2311,"A","S-40S","SS",12939,1,0,"건일산업(주)","하이에어",22
"4589","1","정상","40","FWL",3,2311,"A","S-40S","SS",12939,1,0,"건일산업(주)","하이에어",22
"4590","0","정상","50","VA",0.5,4638,"B","S-80S","SS",2847,2,0,"삼성중공업(주)거제","하이에어",27
"4591","1","정상","50","VA",0.5,4638,"B","S-80S","SS",2847,2,0,"삼성중공업(주)거제","성도",22
"4592","0","정상","50","VA",0.75,4638,"B","S-80S","SS",5440,2,0,"삼성중공업(주)거제","하이에어",27
"4594","0","정상","50","VA",1,4638,"B","S-80S","SS",8365,2,0,"삼성중공업(주)거제","하이에어",39
"4595","1","정상","40","FWL",3,2187,"B","S-40S","SS",13649,2,0,"건일산업(주)","하이에어",22
"4597","0","정상","50","VA",3,4638,"B","S-10S","SS",15267,3,1,"삼성중공업(주)거제","하이에어",39
"4598","0","정상","50","VA",3,4638,"B","S-10S","SS",15267,3,1,"삼성중공업(주)거제","하이에어",30
"4599","0","정상","50","VA",4,4638,"B","S-10S","SS",17311,3,1,"삼성중공업(주)거제","하이에어",39
"4600","1","정상","50","VA",4,5276,"B","S-10S","SS",12207,6,5,"삼성중공업(주)거제","성도",22
"4601","0","정상","50","VA",6,4638,"B","S-10S","SS",21593,3,1,"삼성중공업(주)거제","하이에어",39
"4603","0","정상","3B","VA",6,4638,"B","S-10S","SS",5606,6,3,"삼성중공업(주)거제","하이에어",27
"4608","1","정상","50","WD",1,1030,"A","S-80S","SS",56,1,0,"삼성중공업(주)거제","성도",22
"4609","1","정상","50","WD",1,2172,"A","S-80S","SS",7226,3,2,"삼성중공업(주)거제","성도",22
"4610","1","정상","50","WD",1,2472,"A","S-80S","SS",1693,1,0,"삼성중공업(주)거제","성도",22
"4612","1","정상","50","WD",1,2172,"A","S-80S","SS",7226,3,2,"삼성중공업(주)거제","성도",22
"4613","1","정상","40","CWS",2,224,"A","S-10S","SS",21291,3,2,"건일산업(주)","하이에어",20
"4615","1","정상","40","DM",2,38,"A","S-10S","SS",20630,3,2,"건일산업(주)","하이에어",22
"4616","1","정상","40","PW",2,326,"A","S-10S","SS",16340,1,0,"건일산업(주)","하이에어",22
"4619","0","정상","40","CWS",2,1422,"B","S-10S","SS",2268,2,1,"삼성중공업(주)거제","하이에어",34
"4622","0","정상","3B","DM",2,4210,"B","S-10S","SS",11959,6,3,"삼성중공업(주)거제","하이에어",39
"4624","0","정상","40","PW",2,416,"B","S-10S","SS",19486,4,3,"삼성중공업(주)거제","하이에어",27
"4626","0","정상","3B","PW",2,3687,"B","S-10S","SS",7540,3,2,"삼성중공업(주)거제","하이에어",27
"4627","0","정상","3B","WD",2,5087,"B","S-10S","SS",3393,7,5,"삼성중공업(주)거제","하이에어",27
"4629","0","정상","3B","WD",2,4638,"B","S-10S","SS",13200,10,7,"삼성중공업(주)거제","하이에어",30
"4630","0","정상","3B","WD",2,1710,"B","S-10S","SS",4491,4,2,"삼성중공업(주)거제","하이에어",30
"4631","0","정상","3B","WD",2,4638,"B","S-10S","SS",12480,5,2,"삼성중공업(주)거제","하이에어",30
"4637","1","정상","40","PW",2,1,"A","S-10S","SS",16582,3,2,"건일산업(주)","하이에어",22
"4638","1","정상","40","DM",2,2316,"","S-10S","SS",9836,6,3,"건일산업(주)","하이에어",22
"4640","1","정상","50","VA",2,4638,"A","S-10S","SS",13428,7,4,"건일산업(주)","하이에어",23
"4641","1","정상","50","VA",2,4760,"A","S-10S","SS",2841,11,9,"건일산업(주)","하이에어",23
"4642","1","정상","50","VA",2,4638,"A","S-10S","SS",13428,7,4,"건일산업(주)","하이에어",29
"4643","1","정상","50","VA",2,1886,"A","S-10S","SS",5852,5,3,"건일산업(주)","하이에어",29
"4646","1","정상","40","DH",1,1,"A","S-80","CS",1286,2,0,"건일산업(주)","건일산업(주)",25
"4647","1","정상","40","DH",1,1,"A","S-80","CS",1035,3,0,"건일산업(주)","건일산업(주)",25
"4649","1","정상","30","DH",1,1,"B","S-80","CS",16314,8,0,"성일SIM함안공장","삼녹",22
"4650","1","정상","30","DH",1,1,"B","S-80","CS",16314,8,0,"성일SIM함안공장","삼녹",22
"4651","1","준긴급","30","DH",1,1,"B","S-80","CS",18271,7,0,"(주)성광테크","(주)성광테크",22
"4652","1","준긴급","30","DH",1,1,"B","S-80","CS",18051,6,0,"(주)성광테크","(주)성광테크",22
"4653","1","정상","40","DHW",2,1,"","S-80","CS",11646,7,0,"건일산업(주)","건일산업(주)",29
"4654","1","정상","40","DH",1,1,"B","S-80","CS",7038,2,0,"건일산업(주)","건일산업(주)",25
"4655","1","정상","40","FA",1.5,609,"A","T-3.81","CN",4764,11,5,"부흥","하이에어",26
"4656","1","정상","40","FA",1.5,609,"A","T-3.81","CN",4764,11,5,"부흥","하이에어",27
"4657","1","정상","30","FA",2,2087,"A","T-3.96","CN",19515,7,9,"부흥","하이에어",26
"4659","1","정상","40","AI",1,3109,"A","S-80","CS",11313,6,5,"건일산업(주)","건일산업(주)",21
"4660","1","정상","40","AI",2,4962,"A","S-80","CS",2691,5,1,"(주)성광테크","(주)성광테크",26
"4661","1","정상","30","AU",1,404,"B","S-80","CS",1654,5,4,"건일산업(주)","건일산업(주)",22
"4662","1","정상","30","AI",1.5,968,"B","S-80","CS",4855,6,5,"(주)성광테크","(주)성광테크",21
"4663","1","정상","30","AI",1.5,968,"B","S-80","CS",4855,6,5,"(주)성광테크","(주)성광테크",21
"4664","1","정상","40","AI",2,1334,"B","S-80","CS",8694,6,5,"건일산업(주)","건일산업(주)",23
"4665","1","정상","30","AI",2,4483,"B","S-80","CS",17110,6,5,"건일산업(주)","건일산업(주)",24
"4666","1","정상","30","AI",1,1023,"B","S-80","CS",1061,2,1,"건일산업(주)","건일산업(주)",21
"4667","1","정상","40","AI",2,4962,"B","S-80","CS",3350,7,6,"건일산업(주)","건일산업(주)",20
"4668","1","정상","30","AU",2,1875,"B","S-80","CS",7716,2,1,"건일산업(주)","건일산업(주)",22
"4669","1","정상","30","AU",2,1368,"B","S-80","CS",9532,4,3,"건일산업(주)","건일산업(주)",21
"4670","1","정상","40","N",2,1511,"B","S-80","CS",10584,7,6,"건일산업(주)","건일산업(주)",23
"4671","1","정상","30","N",2,1915,"B","S-80","CS",10203,7,6,"건일산업(주)","건일산업(주)",24
"4675","1","정상","30","WM",2,3874,"A","S-80","CS",2598,5,4,"(주)성광테크","(주)성광테크",22
"4676","1","정상","30","WM",2,3874,"A","S-80","CS",2598,5,4,"(주)성광테크","(주)성광테크",22
"4678","1","정상","30","CDM",3,837,"A","S-80","CS",15835,7,6,"(주)성광테크","(주)성광테크",24
"4679","1","정상","30","PL",2,1641,"B","S-160","CS",15589,7,6,"건일산업(주)","건일산업(주)",36
"4680","1","정상","30","PL",2,2018,"B","S-160","CS",13246,3,2,"건일산업(주)","건일산업(주)",24
"4681","1","정상","50","PL",2,821,"B","S-160","CS",13147,8,7,"건일산업(주)","건일산업(주)",22
"4684","1","정상","30","CM",4,758,"B","S-40","CS",14868,6,5,"건일산업(주)","건일산업(주)",20
"4685","1","정상","40","CWS",0.75,4539,"A","S-80","CS",16575,9,8,"건일산업(주)","건일산업(주)",20
"4686","1","정상","30","N",1,2124,"A","S-80","CS",1315,3,2,"(주)성광테크","(주)성광테크",21
"4687","1","정상","40","AI",2,5086,"A","S-80","CS",3203,6,5,"건일산업(주)","건일산업(주)",20
"4688","1","정상","30","AU",2,3013,"A","S-80","CS",14931,7,6,"(주)성광테크","(주)성광테크",22
"4689","1","정상","40","CDW",2,2133,"A","S-160","CS",20534,4,3,"(주)성광테크","(주)성광테크",24
"4690","1","정상","50","DH",2,3324,"A","S-80","CS",16925,9,8,"성일SIM함안공장","삼녹",22
"4691","1","정상","30","HWR",2,4636,"A","S-80","CS",8250,10,9,"(주)성광테크","(주)성광테크",22
"4695","1","정상","50","N",1,421,"B","S-80","CS",3348,9,8,"건일산업(주)","건일산업(주)",29
"4697","1","정상","30","AI",2,1748,"B","S-80","CS",13448,8,7,"건일산업(주)","건일산업(주)",28
"4699","1","정상","30","AI",2,747,"B","S-80","CS",10241,7,6,"건일산업(주)","건일산업(주)",28
"4700","1","정상","30","AU",2,2933,"B","S-80","CS",12339,4,3,"건일산업(주)","건일산업(주)",28
"4702","1","정상","30","DH",2,56,"B","S-80","CS",5226,7,6,"건일산업(주)","삼녹",23
