"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"370","H8003","D","19","P","1","H","C",14.765,3.574,1.422,18.519,11,12
"371","H8003","D","19","S","0","D","A",14.765,9.164,1.03,17.653,7,27
"372","H8003","D","19","S","0","H","B",14.765,9.164,1.03,17.653,7,3
"373","H8003","D","19","S","0","H","C",14.765,9.164,1.03,17.653,3,4
"374","H8003","D","19","S","0","H","C",14.765,9.164,1.03,17.653,10,12
"375","H8003","D","51","P","0","D","A",4.04,6.31,2.368,6.931,7,27
"377","H8003","D","51","P","0","H","B",4.04,6.31,2.368,6.931,4,1
"378","H8003","D","51","P","0","H","C",4.04,6.31,2.368,6.931,14,7
"379","H8003","D","51","S","0","D","A",4.04,6.31,2.368,6.931,7,27
"380","H8003","D","51","S","0","H","B",4.04,6.31,2.368,6.931,4,1
"381","H8003","D","51","S","0","H","C",4.04,6.31,2.368,6.931,14,7
"382","H8003","E","11","C","0","D","A",12.5,29.69,5.62,183.352,24,12
"383","H8003","E","11","C","0","H","A",12.5,29.69,5.62,183.352,3,33
"384","H8003","E","11","C","0","H","A",12.5,29.69,5.62,183.352,15,17
"385","H8003","E","11","C","0","H","B",12.5,29.69,5.62,183.352,11,11
"386","H8003","E","11","C","0","H","C",12.5,29.69,5.62,183.352,81,62
"387","H8003","E","11","C","0","M","A",12.5,29.69,5.62,183.352,24,24
"388","H8003","E","11","C","0","P","A",12.5,29.69,5.62,183.352,19,22
"390","H8003","E","11","C","1","D","A",12.5,17.73,2.215,106.134,14,1
"391","H8003","E","11","C","1","H","C",12.5,17.73,2.215,106.134,3,1
"393","H8003","E","11","C","1","M","A",12.5,17.73,2.215,106.134,14,39
"394","H8003","E","11","C","1","S","A",12.5,17.73,2.215,106.134,44,22
"397","H8003","E","11","C","4","H","C",7.485,8.345,3.39,8.989,3,2
"399","H8003","E","11","C","G","E","A",23.185,8.345,3.39,291.111,12,3
"400","H8003","E","11","C","G","H","D",23.185,8.345,3.39,291.111,12,26
"403","H8003","E","11","C","G","S","A",23.185,8.345,3.39,291.111,14,12
"404","H8003","E","12","C","0","H","A",15.7,16.3,5.52,107.759,2,18
"405","H8003","E","12","C","0","H","A",15.7,16.3,5.52,107.759,15,19
"406","H8003","E","12","C","0","H","B",15.7,16.3,5.52,107.759,10,10
"407","H8003","E","12","C","0","H","C",15.7,16.3,5.52,107.759,97,69
"409","H8003","E","12","C","0","P","A",15.7,16.3,5.52,107.759,17,17
"411","H8003","E","12","C","1","H","C",15.7,9.425,2.165,79.059,3,1
"413","H8003","E","12","C","1","M","A",15.7,9.425,2.165,79.059,22,25
"414","H8003","E","12","C","1","S","A",15.7,9.425,2.165,79.059,38,33
"419","H8003","E","21","C","G","E","A",17.3,31.48,3.4,155.086,11,8
"420","H8003","E","21","C","G","H","D",17.3,31.48,3.4,155.086,8,6
"422","H8003","E","21","C","G","M","A",17.3,31.48,3.4,155.086,11,34
"423","H8003","E","21","C","G","P","A",17.3,31.48,3.4,155.086,16,16
"424","H8003","E","21","C","G","S","A",17.3,31.48,3.4,155.086,18,29
"425","H8003","E","21","C","G","S","B",17.3,31.48,3.4,155.086,18,1
"426","H8003","E","21","P","0","A","A",17.3,15.64,3.4,80.142,27,1
"427","H8003","E","21","P","0","D","A",17.3,15.64,3.4,80.142,15,14
"428","H8003","E","21","P","0","H","A",17.3,15.64,3.4,80.142,2,13
"429","H8003","E","21","P","0","H","A",17.3,15.64,3.4,80.142,15,29
"430","H8003","E","21","P","0","H","B",17.3,15.64,3.4,80.142,12,12
"431","H8003","E","21","P","0","H","C",17.3,15.64,3.4,80.142,5,3
"432","H8003","E","21","P","0","H","C",17.3,15.64,3.4,80.142,54,25
"433","H8003","E","21","P","0","M","A",17.3,15.64,3.4,80.142,15,63
"434","H8003","E","21","P","0","S","A",17.3,15.64,3.4,80.142,27,19
"435","H8003","E","21","P","1","H","C",12.56,7.765,4.965,19.494,54,25
"436","H8003","E","21","P","2","H","C",5.18,4.555,3.05,7.364,54,25
"437","H8003","E","21","S","0","D","A",17.3,15.84,3.4,74.944,29,33
"438","H8003","E","21","S","0","H","B",17.3,15.84,3.4,74.944,12,12
"439","H8003","E","21","S","0","H","C",17.3,15.84,3.4,74.944,5,3
"440","H8003","E","21","S","0","H","C",17.3,15.84,3.4,74.944,59,39
"441","H8003","E","21","S","0","M","A",17.3,15.84,3.4,74.944,29,34
"442","H8003","E","21","S","0","S","A",17.3,15.84,3.4,74.944,32,62
"443","H8003","E","21","S","1","H","C",12.56,7.765,4.965,19.386,59,34
"444","H8003","E","21","S","2","H","C",5.18,4.555,3.05,7.364,59,34
"445","H8003","E","22","C","0","E","A",10.9,23.62,3.4,64.114,14,7
"446","H8003","E","22","C","0","H","A",10.9,23.62,3.4,64.114,4,23
"447","H8003","E","22","C","0","H","A",10.9,23.62,3.4,64.114,15,32
"448","H8003","E","22","C","0","H","B",10.9,23.62,3.4,64.114,12,12
"449","H8003","E","22","C","0","H","C",10.9,23.62,3.4,64.114,3,9
"450","H8003","E","22","C","0","H","C",10.9,23.62,3.4,64.114,32,14
"451","H8003","E","22","C","0","H","E",10.9,23.62,3.4,64.114,29,38
"452","H8003","E","22","C","0","M","A",10.9,23.62,3.4,64.114,8,32
"453","H8003","E","22","C","0","P","A",10.9,23.62,3.4,64.114,16,16
"454","H8003","E","22","C","0","S","A",10.9,23.62,3.4,64.114,26,10
"455","H8003","E","22","C","1","H","C",11.2,8.88,4.44,20.036,32,32
"456","H8003","E","22","C","2","H","C",11.2,8.88,4.44,20.036,32,32
"457","H8003","E","31","P","0","A","A",15.5,16,5.44,123.895,29,1
"458","H8003","E","31","P","0","D","A",15.5,16,5.44,123.895,22,11
"459","H8003","E","31","P","0","H","A",15.5,16,5.44,123.895,2,13
"460","H8003","E","31","P","0","H","A",15.5,16,5.44,123.895,17,24
"461","H8003","E","31","P","0","H","B",15.5,16,5.44,123.895,5,14
"462","H8003","E","31","P","0","H","C",15.5,16,5.44,123.895,5,3
"463","H8003","E","31","P","0","H","C",15.5,16,5.44,123.895,81,81
"464","H8003","E","31","P","0","M","A",15.5,16,5.44,123.895,22,51
"465","H8003","E","31","P","0","S","A",15.5,16,5.44,123.895,29,59
"466","H8003","E","31","P","1","H","C",8.787,5.427,2.812,18.519,3,1
"467","H8003","E","31","P","1","H","C",8.787,5.427,2.812,18.519,39,44
"468","H8003","E","31","P","2","H","C",14.575,5.44,4.96,55.016,87,56
"470","H8003","E","31","P","2","S","A",14.575,5.44,4.96,55.016,23,17
"471","H8003","E","31","P","G","E","A",28.2,16,5.44,172.089,11,16
"472","H8003","E","31","P","G","H","D",28.2,16,5.44,172.089,12,16
"473","H8003","E","31","P","G","H","E",28.2,16,5.44,172.089,29,75
"474","H8003","E","31","P","G","M","A",28.2,16,5.44,172.089,11,32
"475","H8003","E","31","P","G","P","A",28.2,16,5.44,172.089,22,23
"476","H8003","E","31","P","G","S","A",28.2,16,5.44,172.089,18,16
"477","H8003","E","31","P","G","S","B",28.2,16,5.44,172.089,20,17
"478","H8003","E","31","S","0","A","A",14.1,16.2,5.44,99.853,26,1
"479","H8003","E","31","S","0","D","A",14.1,16.2,5.44,99.853,22,9
"480","H8003","E","31","S","0","H","B",14.1,16.2,5.44,99.853,5,14
"481","H8003","E","31","S","0","H","C",14.1,16.2,5.44,99.853,3,1
"482","H8003","E","31","S","0","H","C",14.1,16.2,5.44,99.853,54,28
"483","H8003","E","31","S","0","M","A",14.1,16.2,5.44,99.853,22,37
"484","H8003","E","31","S","0","S","A",14.1,16.2,5.44,99.853,26,35
"485","H8003","E","31","S","1","H","C",8.838,5.427,2.812,17.87,3,1
"486","H8003","E","31","S","1","H","C",8.838,5.427,2.812,17.87,52,38
"487","H8003","E","31","S","2","H","C",14.575,5.44,4.96,45.919,52,67
"489","H8003","E","31","S","2","S","A",14.575,5.44,4.96,45.919,23,18
"490","H8003","E","31","S","G","E","A",28.2,16.2,5.44,138.733,10,6
"491","H8003","E","31","S","G","H","D",28.2,16.2,5.44,138.733,11,8
"492","H8003","E","31","S","G","H","E",28.2,16.2,5.44,138.733,29,71
"493","H8003","E","31","S","G","M","A",28.2,16.2,5.44,138.733,10,57
"494","H8003","E","31","S","G","P","A",28.2,16.2,5.44,138.733,15,15
"495","H8003","E","31","S","G","S","A",28.2,16.2,5.44,138.733,18,27
"496","H8003","E","31","S","G","S","B",28.2,16.2,5.44,138.733,20,35
"497","H8003","E","32","P","0","A","A",12.7,15.4,5.44,48.194,23,1
"498","H8003","E","32","P","0","H","A",12.7,15.4,5.44,48.194,4,15
"499","H8003","E","32","P","0","H","A",12.7,15.4,5.44,48.194,15,35
"500","H8003","E","32","P","0","H","B",12.7,15.4,5.44,48.194,7,7
"501","H8003","E","32","P","0","H","C",12.7,15.4,5.44,48.194,7,1
"502","H8003","E","32","P","0","H","C",12.7,15.4,5.44,48.194,42,34
"503","H8003","E","32","P","0","M","A",12.7,15.4,5.44,48.194,22,51
"505","H8003","E","32","P","1","H","C",13.4,8.35,5.76,24.151,42,16
"506","H8003","E","32","S","0","H","B",14.1,15.8,5.44,38.88,7,7
"507","H8003","E","32","S","0","H","C",14.1,15.8,5.44,38.88,5,6
"508","H8003","E","32","S","0","H","C",14.1,15.8,5.44,38.88,22,22
"509","H8003","E","32","S","0","M","A",14.1,15.8,5.44,38.88,22,51
"511","H8003","E","32","S","1","H","C",14.8,8.4,3.4,10.289,16,22
"512","H8003","E","41","P","0","A","A",15.5,14.6,5.44,105.268,26,1
"513","H8003","E","41","P","0","H","A",15.5,14.6,5.44,105.268,2,10
"514","H8003","E","41","P","0","H","A",15.5,14.6,5.44,105.268,26,29
"515","H8003","E","41","P","0","H","B",15.5,14.6,5.44,105.268,5,9
"516","H8003","E","41","P","0","H","C",15.5,14.6,5.44,105.268,3,3
"517","H8003","E","41","P","0","H","C",15.5,14.6,5.44,105.268,28,21
"518","H8003","E","41","P","0","M","A",15.5,14.6,5.44,105.268,14,36
"520","H8003","E","41","P","1","H","C",8.815,4.93,2.81,18.844,5,3
"521","H8003","E","41","P","1","H","C",8.815,4.93,2.81,18.844,35,12
"522","H8003","E","41","P","2","H","C",15.5,4.93,4.215,43.753,35,58
"523","H8003","E","41","P","2","S","A",15.5,4.93,4.215,43.753,26,17
"524","H8003","E","41","P","G","D","A",28.1,14.6,5.44,150.429,20,3
"525","H8003","E","41","P","G","E","A",28.1,14.6,5.44,150.429,20,18
"526","H8003","E","41","P","G","H","D",28.1,14.6,5.44,150.429,20,26
"527","H8003","E","41","P","G","H","E",28.1,14.6,5.44,150.429,19,57
"528","H8003","E","41","P","G","M","A",28.1,14.6,5.44,150.429,20,49
"529","H8003","E","41","P","G","P","A",28.1,14.6,5.44,150.429,21,21
"530","H8003","E","41","P","G","S","A",28.1,14.6,5.44,150.429,20,28
"531","H8003","E","41","P","G","S","B",28.1,14.6,5.44,150.429,18,34
"532","H8003","E","41","S","0","A","A",14.4,17.61,5.44,93.896,26,1
"533","H8003","E","41","S","0","H","B",14.4,17.61,5.44,93.896,5,9
"534","H8003","E","41","S","0","H","C",14.4,17.61,5.44,93.896,3,2
"535","H8003","E","41","S","0","H","C",14.4,17.61,5.44,93.896,41,33
"536","H8003","E","41","S","0","M","A",14.4,17.61,5.44,93.896,14,57
"538","H8003","E","41","S","1","H","C",8.815,4.93,2.81,19.494,5,3
"539","H8003","E","41","S","1","H","C",8.815,4.93,2.81,19.494,44,38
"540","H8003","E","41","S","2","H","C",14.4,4.935,4.315,39.963,42,60
"541","H8003","E","41","S","2","S","A",14.4,4.935,4.315,39.963,21,2
"542","H8003","E","41","S","G","D","A",28.1,17.61,5.44,149.454,14,31
"543","H8003","E","41","S","G","E","A",28.1,17.61,5.44,149.454,14,10
"544","H8003","E","41","S","G","H","D",28.1,17.61,5.44,149.454,15,8
"545","H8003","E","41","S","G","H","E",28.1,17.61,5.44,149.454,19,56
"546","H8003","E","41","S","G","M","A",28.1,17.61,5.44,149.454,14,56
"547","H8003","E","41","S","G","P","A",28.1,17.61,5.44,149.454,13,14
"548","H8003","E","41","S","G","S","A",28.1,17.61,5.44,149.454,21,2
"549","H8003","E","41","S","G","S","B",28.1,17.61,5.44,149.454,22,1
"550","H8003","E","42","P","0","A","A",12.6,14.34,5.44,45.161,23,1
"551","H8003","E","42","P","0","H","A",12.6,14.34,5.44,45.161,2,2
"552","H8003","E","42","P","0","H","A",12.6,14.34,5.44,45.161,16,7
"553","H8003","E","42","P","0","H","B",12.6,14.34,5.44,45.161,9,11
"554","H8003","E","42","P","0","H","C",12.6,14.34,5.44,45.161,5,6
"555","H8003","E","42","P","0","H","C",12.6,14.34,5.44,45.161,16,16
"556","H8003","E","42","P","0","M","A",12.6,14.34,5.44,45.161,12,37
"558","H8003","E","42","P","1","H","C",13.1,5.11,2.3,12.238,22,25
"559","H8003","E","42","S","0","A","A",13.7,17.415,5.44,55.558,23,1
"560","H8003","E","42","S","0","H","B",13.7,17.415,5.44,55.558,9,11
"561","H8003","E","42","S","0","H","C",13.7,17.415,5.44,55.558,3,3
"562","H8003","E","42","S","0","H","C",13.7,17.415,5.44,55.558,49,16
"563","H8003","E","42","S","0","M","A",13.7,17.415,5.44,55.558,14,58
"566","H8003","E","43","C","0","A","A",15.3,10.4,1.7,28.266,21,3
"567","H8003","E","43","C","0","E","A",15.3,10.4,1.7,28.266,12,4
"568","H8003","E","43","C","0","H","A",15.3,10.4,1.7,28.266,26,26
"569","H8003","E","43","C","0","H","A",15.3,10.4,1.7,28.266,15,1
"570","H8003","E","43","C","0","H","B",15.3,10.4,1.7,28.266,5,1
"571","H8003","E","43","C","0","H","C",15.3,10.4,1.7,28.266,5,3
"572","H8003","E","43","C","0","H","C",15.3,10.4,1.7,28.266,21,9
"573","H8003","E","43","C","0","H","E",15.3,10.4,1.7,28.266,21,20
"574","H8003","E","43","C","0","M","A",15.3,10.4,1.7,28.266,12,17
"575","H8003","E","43","C","0","P","A",15.3,10.4,1.7,28.266,11,14
"576","H8003","F","11","C","0","D","A",14.688,13.72,2.27,51.984,7,36
"577","H8003","F","11","C","0","E","A",14.688,13.72,2.27,51.984,7,1
"578","H8003","F","11","C","0","H","A",14.688,13.72,2.27,51.984,2,34
"579","H8003","F","11","C","0","H","A",14.688,13.72,2.27,51.984,16,21
"580","H8003","F","11","C","0","H","B",14.688,13.72,2.27,51.984,6,6
"581","H8003","F","11","C","0","H","C",14.688,13.72,2.27,51.984,16,16
"582","H8003","F","11","C","0","S","A",14.688,13.72,2.27,51.984,28,11
"583","H8003","F","11","C","1","H","C",15.825,16.5,2.15,61.406,3,1
"584","H8003","F","11","C","1","H","C",15.825,16.5,2.15,61.406,40,40
"585","H8003","F","11","C","1","S","A",15.825,16.5,2.15,61.406,32,13
"586","H8003","F","11","C","G","E","A",16.84,19.48,14.46,293.71,12,1
"587","H8003","F","11","C","G","H","D",16.84,19.48,14.46,293.71,14,31
"588","H8003","F","11","C","G","H","E",16.84,19.48,14.46,293.71,24,25
"589","H8003","F","11","C","G","P","A",16.84,19.48,14.46,293.71,17,26
"590","H8003","F","11","C","G","S","A",16.84,19.48,14.46,293.71,22,54
"591","H8003","F","11","C","G","S","C",16.84,19.48,14.46,293.71,22,22
"592","H8003","F","21","C","0","D","A",9.405,17.67,6.075,88.481,7,34
"593","H8003","F","21","C","0","H","A",9.405,17.67,6.075,88.481,26,26
"594","H8003","F","21","C","0","H","A",9.405,17.67,6.075,88.481,16,21
"595","H8003","F","21","C","0","H","B",9.405,17.67,6.075,88.481,7,6
"596","H8003","F","21","C","0","H","C",9.405,17.67,6.075,88.481,5,3
"597","H8003","F","21","C","0","H","C",9.405,17.67,6.075,88.481,32,43
"598","H8003","F","21","C","0","S","A",9.405,17.67,6.075,88.481,28,36
"599","H8003","F","21","C","1","H","C",12.019,7.36,5.137,25.992,36,42
"600","H8003","F","21","C","2","H","C",12.019,7.36,5.137,25.992,36,42
"601","H8003","F","31","C","0","D","A",12.25,19.59,6.02,95.846,7,18
"602","H8003","F","31","C","0","E","A",12.25,19.59,6.02,95.846,7,1
"603","H8003","F","31","C","0","H","A",12.25,19.59,6.02,95.846,15,15
"604","H8003","F","31","C","0","H","A",12.25,19.59,6.02,95.846,16,21
"605","H8003","F","31","C","0","H","B",12.25,19.59,6.02,95.846,7,7
"606","H8003","F","31","C","0","H","C",12.25,19.59,6.02,95.846,5,4
"607","H8003","F","31","C","0","H","C",12.25,19.59,6.02,95.846,29,25
"608","H8003","F","31","C","0","S","A",12.25,19.59,6.02,95.846,27,27
"609","H8003","F","31","C","1","H","C",12.26,5.78,3.35,20.794,89,46
"610","H8003","F","31","C","2","H","C",12.26,5.78,3.35,20.794,89,46
"611","H8003","F","31","C","3","H","C",8.674,3.4,2.735,11.805,89,85
"612","H8003","F","31","C","3","S","A",8.674,3.4,2.735,11.805,26,1
"613","H8003","F","32","C","0","H","A",8.9,7.82,7.38,57.399,1,11
"614","H8003","F","32","C","0","H","A",8.9,7.82,7.38,57.399,15,36
"615","H8003","F","32","C","0","H","B",8.9,7.82,7.38,57.399,4,3
"616","H8003","F","32","C","0","H","C",8.9,7.82,7.38,57.399,26,50
"617","H8003","F","32","C","0","S","A",8.9,7.82,7.38,57.399,35,22
"618","H8003","F","32","C","1","H","C",7.955,6.1,3.495,12.021,93,45
"619","H8003","F","32","C","2","H","C",7.955,6.1,3.495,12.021,93,45
"620","H8003","F","32","C","3","S","A",7.835,3.7,3.19,19.494,29,28
"621","H8003","F","41","C","0","D","A",14.88,24.14,5.43,125.087,8,26
"622","H8003","F","41","C","0","H","A",14.88,24.14,5.43,125.087,8,8
"623","H8003","F","41","C","0","H","A",14.88,24.14,5.43,125.087,22,58
"624","H8003","F","41","C","0","H","B",14.88,24.14,5.43,125.087,3,7
"625","H8003","F","41","C","0","H","C",14.88,24.14,5.43,125.087,5,6
"626","H8003","F","41","C","0","H","C",14.88,24.14,5.43,125.087,28,34
"627","H8003","F","41","C","0","S","A",14.88,24.14,5.43,125.087,35,27
"628","H8003","F","41","C","1","H","C",10.7,6.6,2.675,13.754,56,56
"629","H8003","F","41","C","2","H","C",1.08,36.802,3.83,4.007,56,56
"630","H8003","F","41","C","3","H","C",10.7,6.6,2.675,13.754,56,43
"631","H8003","F","41","C","4","H","C",1.08,36.802,3.83,4.007,56,43
"632","H8003","F","41","C","G","D","A",21.44,27.16,11.13,277.14,14,17
"633","H8003","F","41","C","G","E","A",21.44,27.16,11.13,277.14,14,4
"634","H8003","F","41","C","G","H","D",21.44,27.16,11.13,277.14,14,40
"635","H8003","F","41","C","G","H","E",21.44,27.16,11.13,277.14,24,31
"636","H8003","F","41","C","G","P","A",21.44,27.16,11.13,277.14,17,19
"637","H8003","F","41","C","G","S","A",21.44,27.16,11.13,277.14,21,1
"638","H8003","F","41","C","G","S","C",21.44,27.16,11.13,277.14,21,33
"639","H8003","F","51","C","0","D","A",20.89,26.69,3.355,141.115,8,50
"640","H8003","F","51","C","0","E","A",20.89,26.69,3.355,141.115,5,3
"641","H8003","F","51","C","0","E","A",20.89,26.69,3.355,141.115,5,1
"642","H8003","F","51","C","0","H","A",20.89,26.69,3.355,141.115,3,3
"644","H8003","F","51","C","0","H","B",20.89,26.69,3.355,141.115,9,9
"645","H8003","F","51","C","0","H","C",20.89,26.69,3.355,141.115,7,4
"646","H8003","F","51","C","0","H","C",20.89,26.69,3.355,141.115,68,78
"647","H8003","F","51","C","0","S","A",20.89,26.69,3.355,141.115,42,51
"648","H8003","F","51","C","1","H","C",14.9,3.092,3.867,10.397,24,24
"649","H8003","F","51","C","2","H","C",12.26,5.885,3,13.646,24,24
"650","H8003","F","51","C","3","H","C",14.9,3.092,3.867,10.397,24,19
"651","H8003","F","51","C","4","H","C",12.26,5.885,3,13.646,38,19
"652","H8003","F","51","C","5","H","C",3.4,1.6,1.6,5.957,38,30
"653","H8003","F","51","C","6","H","C",3.4,1.6,1.6,5.957,38,30
"654","H8003","F","81","P","0","H","A",4.5,1.05,0.875,1.191,11,11
"655","H8003","F","81","P","0","H","A",4.5,1.05,0.875,1.191,15,31
"656","H8003","F","81","P","0","H","B",4.5,1.05,0.875,1.191,22,18
"657","H8003","F","81","S","0","H","B",4.5,1.05,0.875,1.191,22,18
"658","H8003","F","82","P","0","H","B",2.4,1.05,0.875,0.704,22,18
"659","H8003","F","82","S","0","H","B",2.4,1.05,0.875,0.704,22,18
"662","H8003","F","91","C","0","H","B",3.3,1.05,2.85,2.599,22,18
"663","H8003","H","11","P","0","D","A",12.66,17.56,6.01,107.867,16,15
"664","H8003","H","11","P","0","H","A",12.66,17.56,6.01,107.867,2,10
"665","H8003","H","11","P","0","H","A",12.66,17.56,6.01,107.867,15,29
"666","H8003","H","11","P","0","H","B",12.66,17.56,6.01,107.867,4,6
"667","H8003","H","11","P","0","H","C",12.66,17.56,6.01,107.867,41,56
"668","H8003","H","11","P","0","H","E",12.66,17.56,6.01,107.867,35,52
"670","H8003","H","11","P","0","S","A",12.66,17.56,6.01,107.867,28,48
"671","H8003","H","11","P","1","H","C",12.66,17.435,5.33,107.975,3,5
"672","H8003","H","11","P","1","H","C",12.66,17.435,5.33,107.975,37,40
"673","H8003","H","11","P","1","S","A",12.66,17.435,5.33,107.975,28,15
"674","H8003","H","11","S","0","D","A",12.66,17.56,6.01,107.867,19,22
"675","H8003","H","11","S","0","H","B",12.66,17.56,6.01,107.867,4,6
"676","H8003","H","11","S","0","H","C",12.66,17.56,6.01,107.867,50,65
"677","H8003","H","11","S","0","H","E",12.66,17.56,6.01,107.867,35,58
"678","H8003","H","11","S","0","P","A",12.66,17.56,6.01,107.867,21,43
"679","H8003","H","11","S","0","S","A",12.66,17.56,6.01,107.867,28,51
"680","H8003","H","11","S","1","H","C",12.66,17.435,5.33,107.975,3,5
"681","H8003","H","11","S","1","H","C",12.66,17.435,5.33,107.975,33,16
"682","H8003","H","11","S","1","S","A",12.66,17.435,5.33,107.975,28,24
"683","H8003","H","12","P","0","D","A",12.7,13.1,5.975,90.539,7,6
"684","H8003","H","12","P","0","H","A",12.7,13.1,5.975,90.539,1,9
"685","H8003","H","12","P","0","H","A",12.7,13.1,5.975,90.539,25,23
"686","H8003","H","12","P","0","H","B",12.7,13.1,5.975,90.539,12,5
"687","H8003","H","12","P","0","H","C",12.7,13.1,5.975,90.539,59,37
"688","H8003","H","12","P","0","H","E",12.7,13.1,5.975,90.539,27,48
"689","H8003","H","12","P","0","P","A",12.7,13.1,5.975,90.539,23,51
"690","H8003","H","12","P","0","S","A",12.7,13.1,5.975,90.539,29,18
