,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
13662,10.0,0,60.97,3,2,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,13.0
13663,1.0,520,2.685,2,1,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13664,10.0,360,105.31,16,15,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13665,8.0,1495,178.46200000000002,12,11,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,18.0
13666,8.0,510,82.251,5,3,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,13.0
13667,8.0,0,51.73,3,2,1,정상,P650A,40,CHS,40.0,기타,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,건일산업(주),건일산업(주),조선물류,19.0
13668,10.0,4767,244.18,8,7,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13669,10.0,6000,250.56,1,0,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,10.0
13670,10.0,2891,259.966,11,9,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,12.0
13671,8.0,2195,239.417,21,23,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,20.0
13672,0.75,75,1.065,2,1,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13673,8.0,2195,239.683,21,23,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,18.0
13674,0.75,75,1.065,2,1,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13675,8.0,2196,200.68,10,9,1,정상,P650A,40,CWS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,18.0
13676,8.0,2196,200.68,10,9,1,정상,P650A,40,CWS,40.0,기타,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,건일산업(주),건일산업(주),조선물류,16.0
13677,10.0,1425,323.38,15,14,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,19.0
13678,10.0,281,51.957,6,5,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,20.0
13679,1.0,75,1.2429999999999999,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
13680,10.0,276,51.748000000000005,6,5,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,12.0
13681,1.0,75,1.2429999999999999,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13682,8.0,735,68.672,6,5,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,20.0
13683,10.0,0,66.94,4,3,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,12.0
13684,1.0,75,1.2429999999999999,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13685,10.0,8674,624.085,23,23,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,성일SIM함안공장,하이에어,조선물류,11.0
13686,10.0,1088,138.998,4,3,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,(주)성광테크,(주)성광테크,조선물류,21.0
13687,10.0,1563,113.711,3,2,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13688,0.75,520,2.044,2,1,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13689,0.5,0,0.8,1,0,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
13690,10.0,8724,516.788,15,17,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,성일SIM함안공장,하이에어,조선물류,11.0
13691,10.0,1088,108.137,4,3,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP650APP0300,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,16.0
13692,0.75,520,2.044,2,1,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13693,0.5,0,0.8,1,0,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
13694,10.0,10000,442.04,2,1,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,25.0
13695,10.0,3139,354.75800000000004,14,11,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,(주)성광테크,(주)성광테크,조선물류,19.0
13696,10.0,2000,145.303,6,5,1,정상,P650A,40,CWR,40.0,기타,SN2126TP650APP0300,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,15.0
13697,10.0,2000,148.135,6,5,1,정상,P650A,40,CWR,40.0,기타,SN2126TP650APP0300,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,15.0
13698,10.0,1999,151.425,7,6,1,정상,P650A,40,CWS,40.0,기타,SN2126TP650APP0300,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,13.0
13699,10.0,1999,151.425,7,6,1,정상,P650A,40,CWS,40.0,기타,SN2126TP650APP0300,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,15.0
13700,0.75,549,6.976,6,5,1,정상,P650A,40,AI,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13701,0.75,2692,10.062000000000001,4,3,1,정상,P650A,30,AI,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,18.0
13702,0.75,2466,9.345,3,2,1,정상,P650A,30,AI,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,16.0
13703,0.75,3415,15.573,6,5,1,정상,P650A,40,AI,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13704,0.75,2466,12.312999999999999,7,6,1,정상,P650A,40,AI,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,16.0
13705,1.0,1509,15.155,10,9,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13706,1.0,1347,12.317,6,5,1,정상,P650A,50,AU,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13707,1.0,1265,8.679,7,6,1,정상,P650A,50,AU,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13708,1.0,306,2.398,3,2,1,정상,P650A,50,AU,40.0,기타,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,31.0
13709,1.0,302,4.279,8,7,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13710,1.0,1659,12.633,6,5,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13711,1.0,1365,12.378,6,5,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13712,1.0,1265,8.972999999999999,7,6,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13713,1.0,100,0.324,1,0,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13714,1.0,305,2.8689999999999998,5,4,1,정상,P650A,50,N,40.0,기타,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,17.0
13715,0.75,75,1.065,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13716,1.5,237,3.782,2,1,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13717,1.5,120,5.649,3,2,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,14.0
13718,1.0,2206,16.779,6,5,1,정상,P650A,50,FWL,40.0,제작지연,SN2126T6P300PP0500,PP058B1105,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,19.0
13719,1.0,5900,26.6,4,3,1,정상,P650A,30,FWL,40.0,제작지연,SN2126TP650APP0300,PP038B1105,B,S-160,CS,성일SIM함안공장,하이에어,조선물류,10.0
13720,1.0,4702,21.088,4,3,1,정상,P650A,30,FWL,40.0,제작지연,SN2126TP650APP0300,PP038B1105,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,14.0
13721,1.0,3428,17.567,3,2,1,준긴급,P650A,30,FWL,40.0,기타,SN2126TP650APP0300,PP032B1105,B,S-160,CS,건일산업(주),건일산업(주),조선물류,18.0
13722,1.5,5725,40.048,4,3,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,27.0
13723,1.5,3579,21.061999999999998,3,2,1,정상,P650A,30,CHS,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,14.0
13724,1.5,1433,13.45,3,2,1,정상,P650A,30,CHS,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,15.0
13725,2.0,3287,30.229,4,3,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,20.0
13726,1.0,652,8.13,5,4,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13727,1.0,381,1.234,1,0,1,정상,P650A,40,AU,40.0,기타,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,건일산업(주),하이에어,조선물류,27.0
13728,2.0,0,3.1,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,17.0
13729,0.5,75,0.922,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13730,2.0,100,7.047999999999999,4,3,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
13731,2.0,256,7.315,3,2,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
13732,2.0,0,3.1,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,17.0
13733,0.5,75,0.922,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13734,2.0,300,7.644,3,2,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
13735,2.0,0,3.1,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13736,0.5,75,0.922,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13737,2.0,0,3.1,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13738,0.5,75,0.922,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13739,0.75,75,1.465,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13740,0.75,0,1.3,1,0,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
13741,0.75,0,1.3,1,0,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
13742,0.75,75,1.465,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13743,1.5,623,5.87,2,1,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
13744,1.5,150,5.812,3,2,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,14.0
13745,2.0,1292,22.064,4,3,1,정상,P650A,40,FWL,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
13746,2.0,3112,29.163,5,4,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13747,1.0,119,1.287,3,2,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
13748,1.0,567,6.875,4,3,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13749,1.0,236,1.709,3,2,1,정상,P650A,40,N,40.0,기타,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,건일산업(주),하이에어,조선물류,20.0
13750,0.75,75,1.065,2,1,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13751,2.0,5587,61.898,13,12,1,정상,P650A,50,AI,40.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-80,CS,건일산업(주),건일산업(주),조선물류,17.0
13752,0.75,75,1.065,2,1,1,정상,P650A,50,AI,40.0,제작지연,SN2126T6P300PP0500,PP058B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13753,2.0,1148,14.857000000000001,4,3,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,21.0
13754,2.0,4818,45.879,4,3,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
13755,2.0,1048,13.209000000000001,3,2,1,정상,P650A,40,AU,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
13756,2.0,2607,30.733,5,4,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13757,2.0,6000,46.59,3,2,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,건일산업(주),건일산업(주),조선물류,15.0
13758,1.5,3690,29.61,4,3,1,정상,P650A,30,CHS,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,16.0
13759,1.5,1373,10.28,3,2,1,정상,P650A,30,CHS,40.0,제작지연,SN2126TP650APP0300,PP032B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,15.0
13760,2.0,1178,26.75,6,5,1,정상,P650A,40,FWL,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
13761,2.0,928,13.210999999999999,4,3,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,성일SIM함안공장,하이에어,조선물류,21.0
13762,2.0,3816,38.684,4,3,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,성일SIM함안공장,하이에어,조선물류,18.0
13763,2.0,828,15.867,5,4,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,성일SIM함안공장,하이에어,조선물류,18.0
13764,3.0,200,11.258,3,2,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,18.0
13765,3.0,100,12.739,6,5,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,15.0
13766,2.0,2478,33.024,12,11,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,20.0
13767,6.0,1308,104.50200000000001,23,28,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,14.0
13768,1.0,179,1.58,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13769,1.0,535,2.733,2,1,1,정상,P650A,50,CHS,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,28.0
13770,3.0,619,25.248,6,5,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,15.0
13771,6.0,320,41.33,6,5,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13772,6.0,375,35.728,4,3,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,14.0
13773,1.0,75,1.2429999999999999,2,1,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13774,3.0,725,63.995,9,11,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,20.0
13775,6.0,500,91.85799999999999,5,4,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
13776,1.0,100,2.217,2,1,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13777,8.0,510,82.251,5,3,1,정상,P650A,40,CHS,40.0,제작지연,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,건일산업(주),건일산업(주),조선물류,31.0
13778,8.0,0,51.73,3,2,1,정상,P650A,40,CHS,40.0,기타,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,건일산업(주),건일산업(주),조선물류,20.0
13779,6.0,1775,140.805,9,8,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,17.0
13780,6.0,7954,262.79,5,4,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,16.0
13781,6.0,970,118.65899999999999,13,12,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
13782,0.5,75,0.922,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13783,1.0,75,1.2429999999999999,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,11.0
13784,8.0,0,51.73,3,2,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,14.0
13785,8.0,0,32.12,2,1,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058A1104,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,19.0
13786,2.0,1424,19.234,7,6,1,정상,P650A,30,N,40.0,기타,SN2126TP650APP0300,PP032B1104,B,S-80,CS,건일산업(주),건일산업(주),조선물류,15.0
13787,2.0,3835,34.988,4,3,1,정상,P650A,50,DH,40.0,기타,SN2126T6P300PP0500,PP058B1104,B,S-80,CS,건일산업(주),삼녹,조선물류,21.0
13788,2.0,2582,38.167,5,4,1,준긴급,P650A,30,DH,40.0,기타,SN2126TP650APP0300,PP032B1104,B,S-80,CS,건일산업(주),삼녹,조선물류,12.0
13789,2.0,3876,34.398,3,2,1,정상,P650A,50,DH,40.0,기타,SN2126T6P300PP0500,PP058B1104,B,S-80,CS,건일산업(주),삼녹,조선물류,21.0
13790,2.0,3926,34.772,3,2,1,정상,P650A,50,DH,40.0,기타,SN2126T6P300PP0500,PP058B1104,B,S-80,CS,건일산업(주),삼녹,조선물류,24.0
13791,2.0,2459,29.555999999999997,5,4,1,정상,P650A,30,DH,40.0,제작지연,SN2126TP650APP0300,PP038B1104,B,S-80,CS,(주)성광테크,삼녹,조선물류,11.0
13792,2.0,3389,37.825,9,8,1,정상,P650A,30,DH,40.0,제작지연,SN2126TP650APP0300,PP038B1104,B,S-80,CS,성일SIM함안공장,삼녹,조선물류,9.0
13793,2.0,3876,34.398,3,2,1,정상,P650A,50,DH,40.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-80,CS,성일SIM함안공장,삼녹,조선물류,21.0
13794,3.0,1522,40.158,4,3,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
13795,3.0,1647,49.818000000000005,7,6,1,정상,P650A,40,RN,40.0,기타,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,건일산업(주),건일산업(주),조선물류,23.0
13796,1.0,2189,12.137,4,3,1,정상,P650B,30,AU,60.0,제작지연,SN2126TP650BPP0300,PP038A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,14.0
13797,1.0,283,1.517,2,1,1,정상,P650B,30,AU,60.0,제작지연,SN2126TP650BPP0300,PP038A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,11.0
13798,1.0,285,2.285,3,2,1,정상,P650B,30,AU,60.0,제작지연,SN2126TP650BPP0300,PP038A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
